Brand;Name;Length (mm);Width (mm);Height (mm);Weight (g);Shape;Hump placement;Front flare;Side curvature;Hand compatibility;Thumb rest;Ring finger rest;Material;Connectivity;Sensor;Sensor technology;Sensor position;DPI;Polling rate;Tracking speed (IPS);Acceleration (G);Side buttons;Middle buttons
VAXEE;ZYGEN NP-01S Wireless;120.0;63.0;37.0;68.0;Hybrid;Back - moderate;Outward - moderate;Inward;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (54%);3200;1000;650;50;2;0
VAXEE;ZYGEN NP-01S;120.0;63.0;37.0;71.0;Hybrid;Back - moderate;Outward - moderate;Inward;Right;No;No;Plastic;Wired;PixArt PMW3389;Optical;Front - minimal (54%);3200;1000;400;50;2;0
LAMZU;Atlantis Mini 4K;116.9;63.1;37.0;49.0;Symmetrical;Back - moderate;Outward - slight;No;Right;No;Inward - aggressive;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (55%);26000;4000;650;50;2;0
LAMZU;Atlantis Mini Pro;116.9;63.1;37.0;49.0;Symmetrical;Back - moderate;Outward - slight;No;Right;No;Inward - aggressive;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (55%);26000;1000;650;50;2;0
LAMZU;Atlantis OG V2 4K;123.0;66.0;38.0;55.0;Symmetrical;Back - moderate;Outward - slight;No;Right;No;Inward - aggressive;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (58%);26000;4000;650;50;2;0
LAMZU;Atlantis OG V2 Pro;123.0;66.0;38.0;55.0;Symmetrical;Back - moderate;Outward - slight;No;Right;No;Inward - aggressive;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (58%);26000;1000;650;50;2;0
Razer;DeathAdder Essential;127.0;70.0;42.7;96.0;Ergonomic;No;Center;Inward;Right;No;Outward - aggressive;Plastic;Wired;PixArt PAW3328;Optical;Front - minimal (55%);6400;1000;220;30;2;0
G-Wolves;HTX 4K;119.0;63.5;36.0;39.0;Symmetrical;No;Back - minimal;Inward;Right;Outward - moderate;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (56%);26000;4000;650;50;2;1
G-Wolves;HTX Ace;119.0;63.5;36.0;36.0;Symmetrical;No;Back - minimal;Inward;Right;Outward - moderate;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (56%);26000;1000;650;50;2;1
Darmoshark;M3 4K;129.6;66.1;39.2;65.0;Symmetrical;No;Center;Inward;Right;Outward - moderate;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (50%);26000;4000;650;50;-;-
VGN;Dragonfly F1 MOBA;121.2;63.8;37.6;55.0;Symmetrical;No;Center;Flat;Right;Outward - moderate;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (54%);26000;4000;650;50;2;0
Glorious;Model D Pro;128.0;67.0;42.0;58.0;Ergonomic;No;Center;Inward;Right;Outward - moderate;No;Plastic;Wireless;Glorious BAMF;Optical;Centered (52%);19000;1000;400;50;2;1
Ducky;Feather;124.0;65.0;36.0;65.0;Symmetrical;Outward - slight;Center;Inward;Ambidextrous;No;No;Plastic;Wired;PixArt PMW3389;Optical;Front - moderate (57%);16000;1000;400;50;2;0
Logitech;G300s;113.0;72.0;40.0;80.0;Symmetrical;Back - moderate;Flat;No;Ambidextrous;No;Outward - aggressive;Plastic;Wired;Avago A3055;Optical;Back - moderate (42%);2500;1000;-;-;0;2
Razer;Cobra Pro;119.6;62.5;38.1;77.0;Symmetrical;No;Back - minimal;Inward;Right;Outward - moderate;No;Plastic;Wireless;Razer Focus Pro 30K;Optical;Centered (51%);30000;4000;750;70;2;2
Razer;Cobra;119.6;62.5;38.1;58.0;Symmetrical;No;Back - minimal;Inward;Right;Outward - moderate;No;Plastic;Wired;PixArt PAW3349;Optical;Centered (51%);8500;1000;300;35;2;1
Razer;DeathAdder V2 Mini;114.2;62.0;38.5;62.0;Ergonomic;No;Center;Inward;Right;No;Outward - aggressive;Plastic;Wired;PixArt PMW3359;Optical;Front - minimal (53%);8500;1000;300;35;2;1
Keychron;M3 Mini;119.9;65.3;38.9;55.0;Symmetrical;No;Back - minimal;Inward;Right;Outward - moderate;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (50%);26000;1000;650;50;2;1
Redragon;M711 Cobra;130.0;60.0;42.1;100.0;Ergonomic;No;Center;Flat;Right;Outward - moderate;No;Plastic;Wired;PixArt PMW3325;Optical;Front - minimal (55%);10000;1000;100;20;2;3
ThundeRobot;ML903;124.1;63.7;39.7;65.0;Symmetrical;Back - moderate;Flat;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (55%);26000;4000;650;50;2;0
RAKK;BULUS;118.4;64.0;39.0;78.0;Symmetrical;Outward - slight;Back - minimal;Inward;Right;No;No;Plastic;Wireless;PixArt PAW3335;Optical;Centered (51%);8000;1000;400;40;2;1
ASUS;ROG Pugio;120.0;67.0;39.0;103.0;Symmetrical;Back - aggressive;Outward - moderate;No;Right;No;Inward - aggressive;Plastic;Wired;PixArt PMW3330;Optical;Front - moderate (59%);7200;1000;150;30;2;1
ASUS;ROG Strix Impact III;126.0;62.0;39.0;59.0;Symmetrical;Back - moderate;Inward - slight;Inward;Right;No;No;Plastic;Wired;PixArt PAW3311;Optical;Centered (49%);12000;1000;300;35;2;0
Microsoft;Wheel Mouse Optical;124.0;66.6;39.6;80.0;Symmetrical;Center;Flat;Flat;Ambidextrous;No;No;Plastic;Wired;-;-;Front - aggressive (60%);400;125;-;-;0;0
Pichau;Hive S;120.0;63.5;39.0;67.0;Symmetrical;Back - minimal;Inward;Outward - slight;Right;No;No;Plastic;Wired;PixArt PMW3389;Optical;Front - moderate (56%);16000;1000;400;50;2;1
Razer;DeathAdder V2 X HyperSpeed;127.0;70.0;42.7;103.0;Ergonomic;Center;Inward;Outward - aggressive;Right;No;No;Plastic;Wireless;Razer Razer 5G;Optical;Front - moderate (56%);14000;1000;450;50;2;0
Finalmouse;UltralightX Cheetah (S);115.6;60.0;35.2;31.0;Symmetrical;Center;Inward;Outward - moderate;Right;No;No;Carbon fiber composite;Wireless;PixArt PAW3395;Optical;Centered (50%);6400;8000;650;50;2;0
Finalmouse;UltralightX Lion (M);121.3;62.0;37.0;35.0;Symmetrical;Center;Inward;Outward - moderate;Right;No;No;Carbon fiber composite;Wireless;PixArt PAW3395;Optical;Centered (50%);6400;8000;650;50;2;0
Finalmouse;UltralightX Tiger (L);126.0;65.0;38.4;37.0;Symmetrical;Center;Inward;Outward - moderate;Right;No;No;Carbon fiber composite;Wireless;PixArt PAW3395;Optical;Centered (50%);6400;8000;650;50;2;0
Endgame Gear;OP1we;118.2;60.5;37.2;59.0;Symmetrical;Back - moderate;Flat;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3370;Optical;Front - moderate (56%);19000;1000;400;50;2;0
Endgame Gear;OP1 RGB;118.2;60.5;37.2;52.0;Symmetrical;Back - moderate;Flat;Flat;Right;No;No;Plastic;Wired;PixArt PAW3395;Optical;Front - moderate (56%);26000;1000;650;50;2;0
Endgame Gear;OP1;118.2;60.5;37.2;51.0;Symmetrical;Back - moderate;Flat;Flat;Right;No;No;Plastic;Wired;PixArt PAW3395;Optical;Front - moderate (56%);26000;1000;650;50;2;0
LAMZU;MAYA;119.0;62.0;38.0;45.0;Symmetrical;Center;Inward;Outward - slight;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (54%);26000;1000;650;50;2;0
LAMZU;Atlantis OG V2;123.0;66.0;38.0;55.0;Symmetrical;Back - moderate;Inward - aggressive;Outward - slight;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (58%);26000;1000;650;50;2;0
Razer;DeathAdder V2;127.0;70.0;42.7;82.0;Ergonomic;Center;Inward;Outward - aggressive;Right;No;No;Plastic;Wired;Razer Focus+;Optical;Front - minimal (55%);20000;1000;650;50;2;2
Fnatic;CLUTCH 2;131.0;66.2;43.0;97.0;Ergonomic;Center;Flat;Flat;Right;No;No;Plastic;Wired;PixArt PMW3360;Optical;Front - minimal (54%);12000;1000;250;50;2;1
Aqirys;TGA Alpha;125.0;63.0;39.8;65.0;Symmetrical;Center;Flat;Outward - slight;Right;No;No;Plastic;Wireless;PixArt PAW3370;Optical;Centered (51%);19000;1000;400;50;2;1
Razer;Basilisk V3 X HyperSpeed;130.0;75.0;42.0;110.0;Ergonomic;Back - minimal;Flat;Flat;Right;No;Yes;Plastic;Wireless;Razer Razer 5G;Optical;Back - minimal (46%);18000;1000;450;50;3;1
Razer;Naga V2 HyperSpeed;119.0;72.0;43.0;95.0;Ergonomic;Center;Flat;Outward - slight;Right;No;Yes;Plastic;Wireless;Razer Focus Pro 30K;Optical;Centered (48%);30000;1000;750;70;12;1
Razer;Naga V2 Pro;119.0;72.0;43.0;134.0;Ergonomic;Center;Flat;Outward - slight;Right;No;Yes;Plastic;Wireless;Razer Focus Pro 30K;Optical;Centered (48%);30000;1000;750;70;12;2
Fallen;Pantera Pro;125.0;63.0;39.8;69.0;Symmetrical;Center;Flat;Outward - slight;Right;No;No;Plastic;Wireless;PixArt PAW3370;Optical;Centered (52%);19000;1000;400;50;2;1
Drevo;Falcon;126.0;63.0;39.0;90.0;Symmetrical;Center;Flat;Outward - slight;Right;No;No;Plastic;Wireless;PixArt PMW3389;Optical;Front - minimal (55%);16000;1000;400;50;2;1
Vancer;Gretxa;123.0;63.0;37.0;68.0;Symmetrical;Center;Flat;Outward - moderate;Right;No;No;Plastic;Wireless;PixArt PAW3370;Optical;Front - minimal (53%);6400;1000;400;50;2;1
Ironcat;HPC02M;115.5;62.0;36.8;63.0;Symmetrical;Back - moderate;Flat;Inward;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (52%);26000;1000;650;50;2;1
Ironcat;HPC02;120.0;65.0;38.3;68.0;Symmetrical;Back - moderate;Flat;Inward;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (52%);26000;1000;650;50;2;1
Razer;Basilisk Essential;124.0;75.0;43.0;95.0;Ergonomic;Back - minimal;Flat;Flat;Right;No;Yes;Plastic;Wired;Razer Razer 5G;Optical;Back - minimal (46%);6400;1000;450;50;3;2
Cooler Master;MM720;105.4;76.5;37.4;49.0;Ergonomic;Back - moderate;Inward - slight;Outward;Right;No;Yes;Plastic;Wired;PixArt PMW3389;Optical;Front - minimal (55%);16000;1000;400;50;2;0
LAMZU;Thorn;119.0;65.0;42.0;52.0;Ergonomic;Center;Inward;Outward - slight;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (54%);26000;1000;650;50;2;0
Razer;DeathAdder V3;128.0;68.0;44.0;59.0;Ergonomic;Center;Inward;Outward - slight;Right;No;No;Plastic;Wired;Razer Focus Pro 30K;Optical;Centered (51%);30000;8000;750;70;2;0
VGN;Dragonfly F1 Pro Max;121.2;63.8;37.6;55.0;Symmetrical;Center;Flat;Outward - moderate;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (54%);26000;4000;650;50;2;0
VGN;Dragonfly F1 Pro;121.2;63.8;37.6;49.0;Symmetrical;Center;Flat;Outward - moderate;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (54%);26000;4000;650;50;2;0
VGN;Dragonfly F1;121.2;63.8;37.6;49.0;Symmetrical;Center;Flat;Outward - moderate;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (54%);26000;1000;650;50;2;0
Waizowl;OGM Pro;121.0;66.0;40.0;68.0;Hybrid;Center;Flat;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (52%);26000;1000;650;50;2;1
Endgame Gear;XM2we;122.0;66.0;38.5;63.0;Symmetrical;Back - moderate;Inward - aggressive;Outward - slight;Right;No;No;Plastic;Wireless;PixArt PAW3370;Optical;Front - moderate (56%);19000;1000;400;50;2;0
SteelSeries;Rival 110;120.6;68.0;38.1;88.0;Symmetrical;Back - minimal;Flat;Inward;Right;No;No;Plastic;Wired;SteelSeries TrueMove 1;Optical;Centered (47%);7200;1000;240;30;2;1
Acer;Cestus 330;124.0;64.3;41.0;153.0;Symmetrical;Center;Inward;Outward - moderate;Right;No;No;Plastic;Wired;PixArt PAW3335;Optical;Centered (51%);16000;1000;400;40;2;2
Razer;Basilisk V3;130.0;75.0;42.0;101.0;Ergonomic;Back - minimal;Flat;Flat;Right;No;Yes;Plastic;Wired;Razer Focus+;Optical;Back - minimal (46%);26000;1000;650;50;3;2
RAKK;Gahum;124.0;66.0;38.5;58.0;Symmetrical;Back - minimal;Inward;Outward - slight;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (51%);26000;1000;650;50;2;0
AJAZZ;AJ199;118.0;61.6;38.6;60.0;Symmetrical;Back - minimal;Inward;Outward - moderate;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (56%);26000;1000;650;50;2;1
Razer;Lancehead Wireless;117.0;71.0;38.0;104.0;Symmetrical;Center;Inward;Outward - aggressive;Ambidextrous;No;No;Plastic;Wireless;Razer Razer 5G;Optical;Centered (50%);16000;1000;450;50;2;2
Razer;Lancehead;117.0;71.0;38.0;111.0;Symmetrical;Center;Inward;Outward - aggressive;Ambidextrous;No;No;Plastic;Wired;Razer Razer 5G;Optical;Centered (50%);16000;1000;450;50;2;2
Darmoshark;N3;123.0;66.0;40.0;61.0;Ergonomic;Back - minimal;Flat;Outward - moderate;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (49%);26000;1000;650;50;2;2
Teamwolf;Lurker MK-01;104.0;61.0;37.0;45.0;Symmetrical;Back - minimal;Inward - aggressive;Flat;Right;No;No;Plastic;Wired;PixArt PMW3389;Optical;Centered (52%);16000;1000;400;50;2;1
Razer;Viper Mini Signature Edition;119.0;62.0;39.0;49.0;Symmetrical;Back - minimal;Inward;Outward - moderate;Right;No;No;Magnesium (metal);Wireless;Razer Focus Pro 30K;Optical;Front - minimal (53%);30000;8000;750;70;2;0
Razer;Abyssus 2014;117.0;64.0;38.0;80.0;Symmetrical;Back - minimal;Inward;Outward - slight;Ambidextrous;No;No;Plastic;Wired;PixArt ADNS-3888;Optical;Front - minimal (53%);3500;1000;120;15;0;0
Razer;Basilisk Ultimate;130.0;75.0;42.0;107.0;Ergonomic;Back - minimal;Flat;Flat;Right;No;Yes;Plastic;Wireless;Razer Focus+;Optical;Back - minimal (46%);20000;1000;650;50;3;2
Darmoshark;M3;129.6;66.1;39.2;58.0;Symmetrical;Center;Inward;Outward - moderate;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (50%);26000;2000;650;50;2;0
A4Tech;Bloody V7;125.0;80.0;39.0;155.0;Ergonomic;Center;Flat;Inward;Right;Yes;Yes;Plastic;Wired;Avago A3305;Optical;Front - moderate (56%);3200;1000;-;-;2;3
VAXEE;XE Wireless;124.0;66.0;38.7;76.0;Symmetrical;Center;Inward;Outward - slight;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (53%);3200;1000;650;50;2;1
HyperX;Pulsefire Haste 2 Wireless;124.2;66.8;38.2;60.0;Symmetrical;Center;Flat;Flat;Right;No;No;Plastic;Wireless;HyperX 26K;Optical;Front - minimal (54%);26000;1000;650;50;2;1
HyperX;Pulsefire Haste 2 Wired;124.2;66.8;38.2;52.0;Symmetrical;Center;Flat;Flat;Right;No;No;Plastic;Wired;HyperX 26K;Optical;Front - minimal (54%);26000;8000;650;50;2;1
Razer;Diamondback 2015;125.0;60.0;38.1;89.0;Symmetrical;Back - minimal;Flat;Inward - aggressive;Right;No;No;Plastic;Wired;Razer Razer 5G;Optical;Front - moderate (56%);16000;1000;450;50;2;0
Zowie;EC3-CW;119.0;66.0;41.0;76.0;Ergonomic;Center;Inward;Outward - moderate;Right;No;No;Plastic;Wireless;PixArt PAW3370;Optical;Front - minimal (54%);3200;1000;400;50;2;0
Zowie;EC2-CW;123.0;65.0;42.0;77.0;Ergonomic;Center;Inward;Outward - moderate;Right;No;No;Plastic;Wireless;PixArt PAW3370;Optical;Front - minimal (53%);3200;1000;400;50;2;0
Zowie;EC1-CW;130.0;69.0;42.0;79.0;Ergonomic;Center;Inward;Outward - moderate;Right;No;No;Plastic;Wireless;PixArt PAW3370;Optical;Front - minimal (55%);3200;1000;400;50;2;0
Razer;Basilisk V2;130.0;75.0;42.0;92.0;Ergonomic;Back - minimal;Flat;Flat;Right;Yes;No;Plastic;Wired;Razer Focus+;Optical;Back - minimal (46%);20000;1000;650;50;3;2
Razer;Krait 2013;116.0;52.0;36.0;85.0;Symmetrical;Back - minimal;Inward - aggressive;Outward - moderate;Ambidextrous;No;No;Plastic;Wired;Razer Razer 4G;Optical;Back - minimal (45%);6400;1000;200;50;0;0
PureTrak;Valor Wireless;125.0;63.0;39.8;63.0;Symmetrical;Back - moderate;Flat;Outward - slight;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;-;26000;1000;650;50;2;1
ASUS;ROG Harpe Ace;127.5;63.7;39.6;54.0;Symmetrical;Back - moderate;Flat;Outward - slight;Right;No;No;Plastic;Wireless;ASUS ROG AimPoint;Optical;Centered (50%);36000;1000;650;50;2;0
Xenics;Titan GX Air Wireless;120.0;60.0;38.0;76.0;Symmetrical;Back - minimal;Inward;Outward - slight;Right;No;No;Plastic;Wireless;PixArt PAW3370;Optical;Front - minimal (55%);19000;1000;400;50;2;1
Xtrfy;M42 (lower back);118.0;63.0;38.0;59.0;Symmetrical;Back - moderate;Flat;Outward - slight;Right;No;No;Plastic;Wired;PixArt PMW3389;Optical;Centered (51%);16000;1000;400;50;2;1
Tecware;Pulse Elite;125.0;63.5;40.0;70.0;Symmetrical;Center;Flat;Outward - moderate;Right;No;No;Plastic;Wireless;PixArt PAW3370;Optical;Front - minimal (54%);19000;1000;400;50;2;1
SPC Gear;LIX Plus Wireless;126.0;65.7;38.5;69.0;Symmetrical;Center;Flat;Outward - moderate;Right;No;No;Plastic;Wireless;PixArt PAW3370;Optical;Front - minimal (55%);19000;1000;400;50;2;1
ELECOM;VM600PE;123.5;66.5;42.0;75.0;Ergonomic;Center;Inward;Outward - slight;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;-;26000;1000;650;50;2;2
Glorious;Model I 2 Wireless;129.0;72.0;42.0;75.0;Ergonomic;Back - minimal;Flat;Inward;Right;Yes;No;Plastic;Wireless;Glorious BAMF 2.0;Optical;Centered (52%);26000;1000;650;50;4;2
Glorious;Model O 2 Wired;126.0;66.0;38.0;59.0;Symmetrical;Center;Flat;Inward;Right;No;No;Plastic;Wired;Glorious BAMF 2.0;Optical;Front - minimal (55%);26000;1000;650;50;2;1
Razer;Basilisk X HyperSpeed;130.0;75.0;42.0;83.0;Ergonomic;Back - minimal;Flat;Flat;Right;Yes;No;Plastic;Wireless;Razer Razer 5G;Optical;Back - minimal (46%);16000;1000;450;50;2;0
Glorious;Model O 2 Wireless;126.0;66.0;38.0;68.0;Symmetrical;Center;Flat;Inward;Right;No;No;Plastic;Wireless;Glorious BAMF 2.0;Optical;Front - minimal (55%);26000;1000;650;50;2;1
Cooler Master;MM712;116.6;62.6;38.3;58.0;Symmetrical;Back - moderate;Flat;Flat;Right;No;No;Plastic;Wired;PixArt PAW3370;Optical;Front - aggressive (62%);19000;1000;400;50;2;0
G-Wolves;HSK Pro 4K;73.3;56.0;29.0;29.0;Symmetrical;Flat;No;No;Right;Back - aggressive;Inward - moderate;Plastic;Wireless;PixArt PAW3395;Optical;Centered (51%);26000;4000;650;50;2;0
G-Wolves;HSK Pro Ace;73.3;56.0;29.0;25.0;Symmetrical;Flat;Back - aggressive;Inward - moderate;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (51%);26000;1000;650;50;2;0
Logitech;M100;113.0;62.0;38.0;90.0;Symmetrical;Back - minimal;Inward - moderate;Flat;Ambidextrous;No;No;Plastic;Wired;-;-;Centered (47%);1000;125;-;-;0;0
Dornfinger;Veno-S;126.0;63.3;38.4;68.0;Symmetrical;Center;Flat;Flat;Ambidextrous;No;No;Plastic;Wired;PixArt PAW3370;Optical;Front - aggressive (63%);19000;1000;400;50;2;1
Xtrfy;M8 Wireless;118.0;60.5;38.5;55.0;Symmetrical;Center;Flat;Outward - slight;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (52%);26000;1000;650;50;2;0
Corsair;Dark Core RGB Pro SE;127.0;81.0;43.0;137.0;Ergonomic;Center;Inward - slight;Flat;Right;Yes;No;Plastic;Wireless;PixArt PAW3392;Optical;Front - moderate (59%);18000;2000;400;40;2;1
SteelSeries;Kinzu V3;117.0;63.5;35.4;77.0;Symmetrical;Back - minimal;Flat;Inward;Ambidextrous;No;No;Plastic;Wired;Avago A3050;Optical;Centered (48%);4000;1000;60;20;0;1
SteelSeries;Rival 300;133.0;70.0;45.0;130.0;Ergonomic;Back - minimal;Flat;Outward - moderate;Right;No;No;Plastic;Wired;PixArt PMW3310;Optical;Centered (51%);6500;1000;130;30;2;1
Xtrfy;M42 Wireless;118.0;63.0;38.0;67.0;Symmetrical;Back - moderate;Flat;Outward - slight;Right;No;No;Plastic;Wireless;PixArt PAW3370;Optical;Centered (51%);19000;1000;400;50;2;1
Logitech;MX Anywhere;100.5;65.0;34.4;99.0;Symmetrical;Back - minimal;Inward - slight;Inward;Right;No;No;Plastic;Wireless;Logitech Darkfield;Laser;Back - minimal (44%);1000;125;-;-;2;1
Ninjutso;Sora;120.8;64.5;37.3;43.0;Symmetrical;Back - moderate;Inward;Outward - slight;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (56%);26000;1000;650;50;2;0
G-Wolves;HTS Plus 4K;117.0;61.0;40.0;49.0;Symmetrical;Back - minimal;Inward;Outward - slight;Right;No;No;Plastic;Wireless;PixArt PAW3399;Optical;Front - moderate (58%);20000;4000;650;50;2;1
Midnight Thread;C1;118.0;70.0;37.0;48.0;Symmetrical;Back - moderate;Flat;Outward - moderate;Ambidextrous;No;No;Carbon fiber;Wireless;PixArt PAW3395;Optical;-;32000;1000;650;50;0;0
Nixeus;Revel;125.6;67.5;39.0;85.0;Symmetrical;Back - minimal;Inward;Outward - slight;Right;No;No;Plastic;Wired;PixArt PMW3360;Optical;Centered (52%);12000;1000;250;50;2;1
LAMZU;Atlantis Mini;116.9;63.1;37.0;49.0;Symmetrical;Back - moderate;Inward - aggressive;Outward - slight;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (55%);19000;1000;650;50;2;0
Vancer;Gemini Castor;120.7;60.9;36.5;52.0;Symmetrical;Center;Inward;Outward - moderate;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (53%);26000;1000;650;50;2;1
Vancer;Gemini Pollux;119.3;64.4;38.4;52.0;Ergonomic;Center;Inward;Outward - moderate;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (56%);26000;1000;650;50;2;1
Finalmouse;Starlight-12 Small;115.6;60.0;35.2;42.0;Symmetrical;Center;Inward;Outward - moderate;Right;No;No;Magnesium (metal);Wireless;PixArt PAW3370;Optical;Centered (50%);20000;1000;400;50;2;1
HK Gaming;Sirius M;121.7;61.7;37.8;54.0;Symmetrical;Center;Inward;Outward - slight;Right;No;No;Plastic;Wired;PixArt PMW3360;Optical;Centered (50%);12000;1000;250;50;2;1
Atompalm;Hydrogen;123.8;64.5;39.5;48.0;Symmetrical;Back - moderate;Flat;Outward - aggressive;Right;No;No;Plastic;Wired;PixArt PMW3360;Optical;Centered (52%);12000;8000;250;50;2;1
Fantech;X11 Daredevil;130.0;75.0;42.0;123.0;Ergonomic;Center;Flat;Flat;Right;Yes;No;Plastic;Wired;PixArt PMW3325;Optical;Centered (48%);8000;1000;100;20;3;2
Delux;M800 Pro;124.0;64.0;38.0;70.0;Symmetrical;Back - minimal;Inward;Outward - moderate;Right;No;No;Plastic;Wireless;PixArt PAW3370;Optical;Front - minimal (54%);19000;1000;400;50;2;1
Logitech;M510;120.0;65.0;41.0;129.0;Symmetrical;Back - minimal;Inward;Outward - aggressive;Right;No;No;Plastic;Wireless;-;-;Front - aggressive (61%);1000;125;-;-;2;0
CryoMods;Fractal Wireless;116.0;61.0;36.0;64.0;Symmetrical;Back - moderate;Flat;Outward - slight;Right;No;No;Plastic;Wireless;Logitech HERO 12K;Optical;-;12000;1000;400;40;2;0
Logitech;G502 X Plus;131.4;79.2;41.1;106.0;Ergonomic;Center;Flat;Inward;Right;Yes;No;Plastic;Wireless;Logitech HERO 25K;Optical;Centered (47%);25600;1000;400;40;3;2
Logitech;G502 X Lightspeed;131.4;79.2;41.1;100.0;Ergonomic;Center;Flat;Inward;Right;Yes;No;Plastic;Wireless;Logitech HERO 25K;Optical;Centered (47%);25600;1000;400;40;3;2
Finalmouse;Starlight-12 Medium;121.3;62.0;37.0;47.0;Symmetrical;Center;Inward;Outward - moderate;Right;No;No;Magnesium (metal);Wireless;PixArt PAW3370;Optical;Centered (50%);20000;1000;400;50;2;1
Logitech;G502 X;131.4;79.2;41.1;89.0;Ergonomic;Center;Flat;Inward;Right;Yes;No;Plastic;Wired;Logitech HERO 25K;Optical;Centered (47%);25600;1000;400;40;3;2
Microsoft;Sidewinder X8;125.6;78.8;42.0;145.0;Ergonomic;Back - moderate;Flat;Flat;Right;No;Yes;Plastic;Wireless;Microsoft BlueTrack;Optical;Back - minimal (45%);4000;500;120;75;4;4
Razer;Basilisk;123.0;72.0;42.0;110.0;Ergonomic;Back - minimal;Flat;Flat;Right;Yes;No;Plastic;Wired;Razer Razer 5G;Optical;Centered (47%);16000;1000;450;50;3;2
Logitech;M185;99.0;60.0;39.0;74.0;Symmetrical;Back - moderate;Inward;Outward - moderate;Ambidextrous;No;No;Plastic;Wireless;-;-;Centered (49%);1000;125;-;-;0;0
Logitech;M280;105.4;67.9;38.4;91.0;Ergonomic;Back - minimal;Inward - slight;Inward;Right;Yes;No;Plastic;Wireless;PixArt 1855;Optical;Centered (49%);1000;130;-;-;0;0
Lethal Gaming Gear;LA-1;122.0;63.0;38.0;52.0;Symmetrical;Back - moderate;Flat;Inward;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (52%);26000;1000;650;50;2;0
Logitech;M187;81.9;49.4;31.8;52.0;Symmetrical;Back - minimal;Outward - slight;Inward;Ambidextrous;No;No;Plastic;Wireless;Logitech VB010411;Optical;Back - moderate (42%);1000;125;-;-;0;0
Logitech;M238;95.0;55.0;38.0;84.0;Symmetrical;Back - minimal;Outward - moderate;Inward;Ambidextrous;No;No;Plastic;Wireless;Logitech VB010411;Optical;Centered (47%);1000;125;-;-;0;0
Razer;Basilisk V3 Pro;130.0;75.0;42.0;112.0;Ergonomic;Back - minimal;Yes;Flat;Right;No;Flat;Plastic;Wireless;Razer Focus Pro 30K;Optical;Back - minimal (46%);30000;1000;750;70;3;2
Delux;M700;128.2;67.0;38.7;67.0;Symmetrical;Inward;Outward - slight;Center;Right;No;No;Plastic;Wired;PixArt PMW3389;Optical;Centered (52%);16000;1000;400;50;2;2
Zowie;S2-C;120.0;64.2;38.1;69.0;Symmetrical;Inward;Outward - slight;Back - moderate;Right;No;No;Plastic;Wired;PixArt PMW3360;Optical;Front - minimal (54%);3200;1000;250;50;2;0
HyperX;Pulsefire Raid;127.8;71.0;41.5;95.0;Ergonomic;Back - minimal;Outward - aggressive;Inward;Right;No;No;Plastic;Wired;PixArt PMW3389;Optical;Centered (52%);16000;1000;400;50;5;1
Fantech;Helios XD3;120.0;64.0;38.3;83.0;Symmetrical;Inward;Outward - slight;Back - moderate;Right;No;No;Plastic;Wireless;PixArt PAW3335;Optical;Front - minimal (54%);16000;1000;400;40;2;1
